id,Total reactions,Comments,Sharing,Positive Reactions,Neutral Reactions,Negative Reactions
10157287458770193,1,1,0,1,0,0
10157933983305193,0,0,0,0,0,0
10159918088300193,1,1,1,1,0,0
10158134638795193,1,1,1,1,0,0
10157505408085193,1,1,1,1,1,1
10160555059750193,0,0,1,0,0,0
10157840983075193,1,1,1,1,1,1
10160571458100193,1,1,1,1,0,0
10161207068870193,0,1,0,0,0,0
10159849081775193,0,0,0,0,0,0
10157133424535193,1,1,1,1,1,0
10157745626200193,1,1,0,1,0,0
10160585848820193,1,1,1,0,1,0
10157485120825193,1,1,1,1,1,0
10159918735335193,0,0,0,0,0,0
10159800036075193,0,0,0,0,1,0
10159643413850193,1,1,1,1,1,1
10159799810985193,0,0,0,0,0,0
10159664602085193,0,1,0,1,0,1
10159362053685193,1,1,0,1,1,0
10159218431130193,1,1,1,1,1,1
10156493404355193,1,1,1,1,0,0
10160631544205193,1,1,1,1,1,0
10157303291445193,1,1,1,1,1,0
10158302536225193,1,1,0,1,1,1
10157259306085193,1,1,1,1,0,0
10158796396225193,1,0,1,1,0,0
10160269607425193,1,1,1,1,1,1
10159618730505193,0,0,0,0,0,1
10159627968200193,1,1,0,0,1,1
10160227735730193,1,1,1,1,1,0
10161298232675193,1,0,0,1,1,1
10160129205175193,1,1,1,1,1,1
10157821265075193,1,1,1,1,1,0
10159658893170193,0,0,0,0,0,0
759304241071560,0,1,0,0,0,0
413039992564848,0,0,0,0,0,0
10157947184030193,1,1,0,1,1,1
10157197522760193,1,1,1,1,1,0
10159145574505193,1,1,0,1,1,0
10158300116925193,0,0,0,0,0,0
10158335242950193,1,1,0,1,0,0
10160715030105193,0,0,0,0,1,0
10158569727675193,0,0,0,0,0,0
10157361547900193,1,1,1,1,1,0
10158464271850193,0,0,0,0,0,0
10160585797900193,0,0,0,0,0,0
10156539152780193,1,1,0,1,0,0
10157042087105193,1,1,1,1,1,0
10156675432750193,1,1,1,1,0,0
10157091043860193,0,1,1,1,0,0
10157652928145193,1,0,1,1,0,0
344057512827338,0,0,0,0,0,0
10156698866365193,0,0,0,0,0,0
10157909376130193,1,1,1,1,1,0
10158300465505193,1,1,0,1,1,0
10158335598470193,1,1,1,1,1,1
10160698255845193,0,0,0,0,0,0
10160203714610193,1,1,1,1,1,0
10160833254825193,1,1,1,1,1,0
10160449815010193,1,1,1,1,1,1
10160833857840193,0,0,0,0,0,0
10161315836770193,0,1,0,0,1,0
10160624378035193,0,1,0,0,0,0
10158734100420193,1,1,1,1,1,0
189225011978210,0,0,0,0,0,0
10160665360555193,1,1,1,1,1,0
10158506057515193,1,1,1,1,1,1
10161162440790193,1,1,0,1,0,1
10160901058440193,0,0,0,0,0,0
10157526334215193,1,1,1,1,0,0
10156558727085193,0,0,0,0,0,0
10159527452000193,1,1,1,1,1,0
10157060666775193,1,1,1,1,1,0
10157744616390193,0,0,0,0,0,0
10157535234775193,1,1,0,1,0,0
10157887872815193,0,0,0,0,0,0
10157571196540193,0,0,0,0,0,0
10158570339235193,1,0,0,1,0,0
10160063168150193,0,0,0,0,0,0
10159105444595193,0,0,0,0,1,0
719249491742418,0,0,0,0,0,0
10158300389130193,1,0,0,1,0,0
10158354219095193,1,1,1,1,0,0
10160021542975193,1,1,0,1,1,0
10160126192730193,0,1,0,0,0,0
10160203795570193,1,1,1,1,1,0
10159361075415193,1,1,1,1,1,1
10158178932090193,1,1,0,1,1,1
10160344668045193,1,1,1,1,1,0
10160900454425193,0,1,1,0,1,0
10160665451430193,1,1,1,1,1,1
10160920844145193,1,1,1,0,1,0
10161334827085193,0,0,0,0,0,0
10159593347805193,0,0,0,0,0,0
10156562407170193,0,0,0,0,0,0
288937965032476,0,0,0,0,0,0
10156904180875193,0,0,0,0,0,0
10158801084455193,1,1,0,0,1,1
10158385516760193,0,1,0,0,0,0
331395857631409,0,0,0,0,0,0
10159750314780193,0,0,0,0,0,1
10157811688795193,0,0,0,0,0,0
10160169538005193,0,0,0,0,0,0
10160311674200193,0,0,0,0,0,0
10156495600455193,1,1,1,1,0,0
10157422982495193,0,0,0,0,1,0
10158480155345193,1,1,1,1,1,0
10160559359125193,1,1,1,0,1,1
10157204818990193,0,0,0,0,0,0
10158479981510193,1,1,0,1,1,0
2153950358177210,0,1,1,0,1,0
10160586537715193,1,1,1,1,1,1
10157806481445193,1,1,0,1,0,0
10158119609050193,1,0,0,1,0,0
10160311705190193,0,0,0,0,0,0
10157082405405193,1,1,1,1,1,0
10156597228810193,1,1,1,1,0,0
10157263742530193,1,0,0,1,0,0
10156860928645193,1,0,0,1,1,0
10156778633535193,1,0,0,1,0,0
10157133422400193,1,1,1,1,1,0
1915106822124988,0,0,0,0,0,0
10158264593030193,1,0,0,1,0,0
10158191375780193,0,0,0,0,0,0
10157954243890193,1,0,0,1,0,1
10157241873885193,1,0,0,1,0,0
10159193662955193,1,1,1,0,1,0
10158574671060193,0,0,0,0,0,0
10159696214815193,0,0,0,0,0,0
10160151303825193,1,1,1,1,1,1
10161084209590193,0,1,0,0,1,0
10157534045365193,0,0,0,0,0,0
10157226583495193,1,1,1,1,1,0
10157592230855193,0,0,0,0,0,0
10158070253725193,0,0,0,0,0,0
10160094435850193,0,0,0,0,0,0
10157595553895193,0,0,1,1,0,0
10158984474680193,0,0,0,0,0,0
10157968153100193,1,1,1,1,1,0
2034754116834522,0,0,0,0,0,0
10158234963215193,1,1,0,1,0,1
10156739121335193,0,0,0,0,0,0
10159275946725193,0,0,0,0,0,0
10156492384520193,1,0,1,1,0,0
10156683152710193,1,1,1,1,0,0
235459340451254,0,0,0,0,0,0
10160896325245193,0,1,0,0,1,1
10160450139395193,0,1,0,0,0,0
10160237906665193,1,1,1,1,1,0
10156439711425193,1,0,1,1,0,0
10157178859030193,1,1,1,1,1,0
10158225004645193,1,1,1,1,1,0
10159898933990193,1,1,1,1,1,0
10159207921665193,0,0,0,0,0,0
10159311770500193,1,1,1,1,1,0
10159226700070193,0,0,0,0,0,0
10157624790030193,1,0,0,1,0,0
10158598070510193,0,0,0,0,0,1
10161294535650193,0,0,0,0,0,1
10160578528185193,1,1,1,1,1,0
2076378092393578,0,0,0,0,0,1
10158082282655193,1,0,1,1,1,1
10158440587295193,0,0,0,0,0,0
10158219582000193,1,0,1,1,0,0
10160353990825193,0,0,0,0,0,0
10157303439530193,1,0,0,1,0,0
10160312349405193,1,1,1,1,1,1
10160105408730193,1,1,1,1,1,0
10160859623470193,0,0,0,0,0,0
10157114196250193,0,0,0,0,0,0
10157704742085193,1,1,1,1,0,0
10160640540525193,0,0,0,0,0,0
10157917862470193,0,0,0,0,0,0
10156495899625193,1,1,1,1,1,0
10161332457965193,0,1,0,0,0,0
10159592644070193,0,0,0,0,0,0
10157968590210193,1,1,1,1,1,1
10157859628675193,0,1,0,0,0,0
10158810969450193,1,1,1,1,1,1
313915512704948,1,1,1,1,1,0
10158980124940193,0,0,0,0,0,0
10159861031630193,1,1,0,1,0,1
10158335621665193,1,0,0,1,1,0
10156832169650193,1,0,0,1,0,0
298306767568417,0,0,0,0,0,0
10157822274220193,0,0,0,0,0,0
1038836762960852,0,1,0,0,0,0
301580467115455,1,1,1,1,0,0
10157182524120193,1,0,0,1,0,0
10157034274080193,1,1,1,1,0,0
10158836160910193,0,0,0,0,0,0
245749029438354,1,1,1,1,1,1
10160048329690193,0,0,0,0,0,0
322631475199491,0,0,0,0,0,0
10160631401240193,0,1,0,0,0,0
145947336355727,1,1,1,0,1,0
10160665556810193,1,1,1,1,1,0
10159044080545193,1,1,1,1,1,1
10160349682970193,1,1,1,1,1,0
10157153883570193,1,1,1,1,1,1
10156735431800193,1,0,1,1,0,0
10159656865165193,0,0,0,0,0,1
10160151188310193,1,1,0,1,1,1
10159695859965193,0,0,0,0,0,0
10160917745240193,0,0,0,0,0,0
10160559321290193,0,0,0,0,0,0
10157358850905193,1,1,1,1,1,1
10157053481300193,0,0,0,0,0,0
10160787952125193,0,0,0,0,0,0
10159627911210193,0,0,0,0,0,1
10160238648830193,0,0,0,0,0,0
1928935980743440,0,0,0,0,0,0
10159648306325193,1,1,1,1,1,1
10156698835310193,1,0,0,1,0,0
10157554480455193,0,0,0,0,0,0
10159584321545193,0,0,0,0,0,0
10161141093045193,0,1,0,0,0,0
10159490570905193,0,1,0,0,0,0
10159381801970193,1,1,1,1,1,1
10158022916875193,1,1,1,1,0,1
10157037896080193,1,0,1,1,1,0
10157272361155193,1,1,1,1,1,0
10158191667180193,1,1,1,1,1,1
1221852127957888,0,0,0,0,0,0
10157628761815193,0,0,0,0,0,0
10159494779965193,0,0,0,0,0,0
10158602784340193,1,1,1,1,1,1
10160837962045193,0,0,0,0,0,0
10158159983570193,1,1,1,1,1,1
10158116250895193,0,0,0,0,0,0
10157272111770193,1,1,1,1,1,0
10160306242335193,0,0,0,0,1,0
10159833935770193,0,0,0,0,0,0
10160608809445193,0,1,0,0,0,0
10161222770755193,0,0,0,0,0,0
10160809065685193,0,0,0,0,0,0
10157138068945193,1,0,0,1,0,0
10156986921000193,1,0,0,1,0,0
10159012782710193,1,1,1,1,1,0
10160135389030193,1,1,1,1,1,0
10159145785875193,1,1,1,1,1,1
10156843649200193,1,0,1,1,0,1
10159800040175193,1,1,1,0,1,1
10159851898305193,1,1,1,1,1,0
10160670370660193,0,0,0,0,0,0
10158946977725193,1,0,0,1,0,1
10158951198685193,1,0,0,1,0,0
834758043315003,1,1,1,0,1,0
10157991609440193,0,0,0,0,0,0
10159593538395193,1,1,1,1,1,1
10161302859295193,1,1,1,1,1,0
10160379982870193,0,0,0,0,0,0
10160203654590193,0,0,0,0,0,0
10159617246745193,1,1,1,1,1,0
10156672405315193,0,0,0,0,0,0
10160681478705193,0,0,0,0,0,0
10158132305335193,0,0,0,0,0,0
10156910840745193,1,1,1,1,1,0
10158657984795193,1,1,1,1,1,1
10156562299635193,1,0,1,1,0,0
316151385844989,0,1,0,0,0,0
10159759883565193,0,0,0,0,0,0
10158961677690193,0,0,0,0,0,0
10159627485650193,0,0,0,0,0,1
10161281962065193,1,1,1,0,1,0
10159560365625193,1,1,0,1,1,0
10160026808935193,1,1,0,1,1,0
10159411455820193,0,0,0,0,0,0
10158351925440193,0,1,0,0,0,0
10159963556630193,1,1,1,1,1,0
10160723333850193,1,1,1,1,1,0
10158028560275193,1,1,1,1,1,0
10159175670120193,1,1,1,1,0,0
1860432370662536,0,0,0,0,0,0
1999418240288172,0,0,0,0,0,0
1786768931362214,0,0,0,0,0,0
232264930968112,0,0,0,0,0,0
1146761145362999,0,0,0,0,0,0
637278173112744,0,0,0,0,0,0
1348036095235502,0,0,0,0,0,0
279271262888669,0,0,0,0,0,0
1651396601844384,0,0,0,0,0,0
1802953419743765,0,0,0,0,0,0
1936662673039505,0,1,1,0,1,1
1090896160949498,1,0,1,1,1,0
1932156060156833,0,0,0,0,0,0
1393858350653276,0,0,0,0,0,0
1573105899395186,0,0,0,0,0,0
1506900016015775,0,0,0,0,0,0
1337263926312719,0,0,0,0,0,0
1418366211535823,0,0,0,0,1,0
713283419035866,0,0,0,0,0,0
1658203090885466,0,0,0,0,0,0
1369430736429371,0,0,0,0,0,0
2006923366013435,0,0,0,0,0,0
164365831137757,0,0,0,0,0,0
1828822140490226,0,0,0,0,0,0
1821185124587261,0,0,0,0,0,0
1961596050546167,0,0,0,0,0,0
1061591770546604,0,0,0,0,0,0
1989471547758617,0,0,0,0,0,0
1781044078601366,0,0,0,0,0,0
413224135875775,0,0,0,0,0,0
2006929396012832,0,0,0,0,0,0
1427474707291640,1,1,1,1,1,0
1177475692291544,0,0,0,0,0,0
1619174158121693,1,0,1,1,0,0
1507462659292844,0,0,0,0,0,0
1296156827090096,0,0,0,0,0,0
1428135333892244,1,1,1,1,1,1
1313214342051011,0,0,0,0,0,0
298872094258759,0,0,0,0,0,0
1441673149205129,0,0,0,0,0,0
128523807928908,0,0,0,0,0,0
935828179960386,0,0,0,0,0,0
1931008443604928,0,0,0,0,0,0
1592583080780801,0,0,0,0,0,0
1481644538541323,1,1,1,1,1,0
1040202876018827,0,0,0,0,0,0
693278817707507,0,0,0,0,0,0
1759543844084723,0,0,0,0,0,0
1729930477046060,0,0,0,0,0,0
1156960991009681,0,0,0,0,0,0
1994364053936033,0,0,0,0,0,0
1491903420848768,0,0,0,0,0,0
1000103150028800,0,0,0,0,0,0
1828823207156786,0,0,0,0,0,0
1186885668017213,0,0,0,0,0,0
1828754887163618,0,0,0,0,0,0
1982433848462387,0,0,0,0,0,0
1979306615441777,0,0,0,0,0,0
1678034792524207,0,0,0,0,0,0
1170150593024054,0,0,0,0,0,0
1482715811767529,0,0,0,0,0,0
1644204302285345,0,0,0,0,1,1
1388444987861279,1,1,1,1,1,0
2190399387946796,0,0,0,0,0,0
1607744379264671,0,0,0,0,0,0
1530566356982474,0,0,0,0,0,0
730265877129419,0,0,0,0,0,0
1354936867878758,0,0,0,0,0,0
1514289461943497,0,0,0,0,0,0
1036830379689410,1,0,1,1,0,0
1091642464208201,0,0,0,0,0,0
1504050566300720,0,0,0,0,0,0
123757901692449,0,0,0,0,0,0
233165334056267,0,0,0,0,0,0
1377157252323386,0,0,0,0,0,0
1494624180576692,1,1,1,1,0,0
1065198346852613,0,0,0,0,0,0
1729899167049191,0,0,0,0,0,0
101323180413365,0,0,0,0,0,0
1677459642293144,1,1,1,0,1,0
1510870795618697,0,1,1,0,1,1
1976804479025324,0,0,0,0,0,0
2022601087778996,0,0,0,0,0,0
1565463600159416,0,0,0,0,0,0
1319547978084314,0,0,0,0,0,0
1174390889266691,0,0,0,0,0,0
1794085970630510,0,0,0,0,1,0
320303645370934,0,0,0,0,0,0
1308314762540969,1,0,1,1,0,0
1095768807128900,0,0,0,0,0,0
481394545672431,0,0,0,0,0,0
1572480256124417,0,0,0,0,0,0
1644201712285604,0,0,0,0,0,0
1720793821293059,0,0,0,0,0,0
1696791317026643,0,0,0,0,0,0
1835071693198604,0,0,0,0,0,0
1953206551385117,0,0,0,0,0,0
1176647932374320,0,0,0,0,0,0
1635016359870806,0,0,0,0,0,0
1410838055621972,1,1,1,1,1,0
1074848552554259,0,0,0,0,0,0
1455967334442377,0,0,0,0,0,0
2005180732854365,0,0,0,0,0,0
1578957905476652,0,1,0,0,0,0
1798476323524808,0,0,0,0,0,0
187555451889169,0,0,0,0,0,0
214787495608401,0,0,0,0,0,0
1134379933267787,0,0,0,0,0,0
1743138672391907,0,0,0,0,0,0
2055511771430656,0,0,0,0,0,0
1093256830713431,0,0,0,0,0,0
2011249382247500,0,0,0,0,0,0
1003946726311109,0,0,0,0,0,0
1027320433973738,0,0,0,0,0,0
1395360447169733,0,0,0,0,0,0
1622961037743005,0,0,0,0,0,0
1677439962295112,1,1,0,0,1,1
1393728830666228,0,0,0,0,0,0
1602715319767577,0,0,0,0,0,0
1932070633498709,0,0,0,0,0,0
1320870784618700,0,0,0,0,0,0
1396675547038223,0,0,0,0,0,0
1702150893157352,0,0,0,0,0,0
1573357256036717,0,0,0,0,0,0
721864051295377,0,0,0,0,0,0
1225233814182398,0,0,0,0,0,0
1549387588433684,0,0,0,0,0,0
1084676034904844,0,0,0,0,0,0
1828815240490916,0,0,0,0,0,0
1442751445763966,1,0,1,1,1,0
1297501403622305,0,0,0,0,0,0
1555690201136756,0,1,0,0,0,0
1617816231590819,0,0,0,0,0,0
1974175569288215,0,0,0,0,0,0
1472950396080862,0,0,0,0,0,0
1057003847672063,0,0,0,0,0,0
1781209228584851,0,0,0,0,0,0
1243925145646598,0,0,0,0,0,0
300222644130280,0,0,0,0,0,0
1974867912574382,0,0,0,0,0,0
1356801581025620,1,1,1,1,0,0
1296139203758525,0,0,0,0,0,0
2148024015467976,0,0,0,0,0,0
307850323382573,0,0,0,0,0,0
1312924372080008,0,0,0,0,0,0
1841471705891936,0,0,0,0,0,0
1093753760663738,1,0,1,1,0,0
1752659831439791,0,1,0,0,0,0
1416823848356726,0,0,0,0,0,0
1261923117180134,0,0,0,0,0,0
1861786880527085,0,0,0,0,0,0
1425788597460251,0,0,0,0,0,0
1322322264473552,0,0,0,0,0,0
1460175847354859,0,0,0,0,0,0
1835200873185686,0,0,0,0,0,0
1605901576405368,0,0,0,0,0,0
1672116426160799,1,1,1,1,0,0
207939366728611,0,0,0,0,0,0
1476401422398968,0,0,0,0,0,0
1930083693878672,0,0,0,0,0,0
1657078927664549,1,0,0,0,1,1
1584504041588705,0,0,0,0,0,0
1559214607450982,0,0,0,0,0,0
273423313307404,0,0,0,0,0,0
1764374356935005,0,0,0,0,0,0
225333358031087,0,0,0,0,0,0
1989400317765740,0,0,0,0,0,0
1296039047101874,0,0,0,0,0,0
1326684927370619,0,0,0,0,0,0
1581589851880124,0,0,0,0,0,0
1489407797764997,0,0,0,0,0,1
1404111699627941,0,0,0,0,0,0
249626239084384,0,0,0,0,0,0
1962867170419055,0,0,0,0,0,0
1351072768265168,0,0,0,0,0,0
1145041328868314,0,0,0,0,0,0
1535268723265226,0,0,0,0,0,0
1779620548826054,0,0,0,0,0,0
1337457816293330,0,0,0,0,0,0
1124464680925979,0,0,0,0,0,0
469363766804866,0,0,0,0,0,0
1209398142432632,0,0,0,0,0,0
1220706734635106,0,0,0,0,0,0
1559427754096334,0,0,0,0,0,0
1759551904083917,0,0,0,0,0,0
1828826967156410,0,0,0,0,0,0
1365293293509782,0,0,0,0,0,0
1378015068904271,0,0,0,0,0,0
260581357928719,0,0,0,0,0,0
1790035597702214,0,0,0,0,0,0
983807731658342,0,0,0,0,0,0
1098449086860872,0,0,0,0,0,0
736361400042391,0,0,0,0,0,0
1634031456635963,0,0,0,0,0,0
545787292537878,0,0,0,0,0,0
2013535385352233,0,0,0,0,0,0
1142107189161728,0,0,0,0,0,0
1585800791454316,0,0,0,0,0,0
1151378704901243,0,0,0,0,0,0
1380421588663619,0,0,0,0,0,0
1735099329862508,0,0,0,0,0,0
1749849455054162,1,1,1,1,1,1
134775553889793,0,0,0,0,0,0
1982434941795611,0,0,0,0,0,0
1365599633479148,1,1,1,1,0,0
1551998338172609,0,0,0,0,0,0
1112010732171374,1,0,1,1,1,0
1574942775878165,1,1,0,1,1,0
1476394035733040,0,0,0,0,0,0
1872939086289151,0,0,0,0,0,0
303910873528311,0,0,0,0,0,0
433586900497389,0,0,0,0,0,0
1539548929417550,0,0,0,0,0,0
1154274094611704,0,0,0,0,0,0
1637120446327064,0,0,0,0,1,1
1646847232021052,0,0,0,0,0,0
1633726933333082,0,1,0,0,0,0
1325835984122180,0,0,0,0,0,0
1006487099390405,0,0,1,0,0,0
2022573587781746,0,0,0,0,0,0
1720819838169296,0,0,0,0,0,0
2090334957962792,0,0,0,0,0,0
1336576636381448,0,0,0,0,0,0
1778014778904296,0,0,0,0,0,0
1633612190011223,0,0,0,0,0,0
1828604517178655,0,0,0,0,0,0
1178474705524976,0,0,0,0,0,0
1123107271061720,0,0,0,0,0,0
1241570915882021,0,0,1,1,0,0
1022712844434497,1,0,1,1,0,0
1570392572999852,0,1,1,0,1,0
1442121659160278,0,0,0,0,0,0
1593317387374037,0,0,0,0,0,0
1855471317825308,0,0,0,0,0,0
1032007513505030,0,0,0,0,0,0
1110872382285209,0,0,0,0,0,0
1249683915070721,0,0,0,0,0,0
253676748622186,0,0,0,0,0,0
1470321146340329,0,0,0,0,0,0
1748713498501091,0,1,1,0,1,0
1344647442241034,0,0,0,0,0,0
1930793163626456,0,0,0,0,0,0
1780069285365512,0,0,0,0,0,0
1439918119380632,1,1,1,1,1,1
1964154766956962,0,0,0,0,0,0
1619593344746441,0,0,0,0,0,0
1727854197253688,0,0,1,0,0,0
1951787824860323,0,0,0,0,0,0
1587668674605575,0,0,0,0,0,0
1595316030507506,0,0,0,0,0,0
1404089899630121,0,0,0,0,0,0
2011284578910647,0,0,0,0,0,0
1380420978663680,0,0,0,0,0,0
1647064378666004,0,0,0,0,0,0
532197270557598,0,0,0,0,0,0
1277205312318581,0,0,0,0,0,0
1871348722904234,0,0,0,0,0,0
1449528788419565,0,0,0,0,0,0
1210788218960291,0,0,0,0,0,0
1729926260379815,0,0,0,0,0,0
1024566137582501,0,0,0,0,0,0
1771947216177719,0,0,0,0,0,0
1763392027033238,0,0,0,0,0,0
1250073948365051,1,0,0,1,0,0
1541971269169486,0,0,0,0,0,0
1452191064820004,0,0,0,0,0,0
1786037878101986,0,0,0,0,0,0
1098476346858146,0,0,0,0,0,0
1296770947028684,0,0,0,0,0,0
1357894820916296,0,0,0,0,0,0
1177392348966545,0,0,0,0,0,0
1944784565560649,0,0,0,0,0,0
1852466728125767,0,0,0,0,0,0
1609579145747861,1,0,0,0,1,1
1210917952280651,1,1,1,1,1,0
1595594617146314,0,0,0,0,1,1
1776804409025333,0,0,0,0,0,0
1302483549790757,0,0,0,0,0,0
1622272514478524,0,0,0,0,0,0
202045436867491,0,0,0,0,0,0
1578559845516458,0,0,0,0,0,0
1062498610455920,1,0,0,1,0,0
1972795872759518,0,0,0,0,0,0
1506182839420826,0,0,0,0,0,1
1517184161654027,0,0,0,0,0,0
1972797322759373,0,0,0,0,0,0
291878381418416,0,0,0,0,0,0
1543581219014321,0,0,0,0,0,0
1519953938043716,0,0,0,0,0,0
1448725891833188,0,0,0,0,0,0
1504809579558152,0,0,0,0,0,0
1246150678757378,0,0,0,0,0,0
1208129959226117,0,0,0,0,0,0
1982219311817174,0,0,0,0,0,0
2203850579851355,0,0,0,0,0,0
1161321537240293,0,0,0,0,0,0
1179843698837288,0,0,0,0,0,0
616730745395452,0,0,0,0,0,0
2032590706780034,0,0,0,0,0,0
1780749605297480,0,0,0,0,0,0
1799994396706334,0,0,0,0,0,0
1864078010297972,0,0,0,0,0,0
1922975367741569,0,0,0,0,0,0
1830408463664927,0,0,0,0,0,0
1163062803732833,0,0,0,0,0,0
306936373425074,0,0,0,0,0,0
1588481441190965,0,0,0,0,0,0
1097461286959652,0,0,0,0,0,0
2011951678843937,0,0,0,0,0,0
1689976124374829,0,0,0,0,0,0
1481861058519671,0,0,0,0,0,0
1476403259065451,0,0,0,0,0,0
456424604848161,0,0,0,0,0,0
170785897108720,0,0,0,0,0,0
1834988079873632,0,0,0,0,0,0
1546677395371370,0,0,0,0,0,0
1498300383542405,0,0,0,0,0,0
1193173944055052,1,1,1,1,0,0
1180855295286917,1,1,1,1,0,0
285225368485713,0,0,0,0,0,0
530061074117937,0,0,0,0,0,0
443217799502351,0,0,0,0,0,0
1790039357701838,0,0,0,0,0,0
1059399014099213,0,0,0,0,0,0
1152564854782628,0,0,0,0,0,0
1162840120421768,1,0,0,1,0,0
1567383096634133,0,0,0,0,0,0
1817903438248763,0,0,0,0,0,0
1977938938911878,0,0,0,0,0,0
1952122458160193,0,0,0,0,0,0
1995571047148667,0,0,0,0,0,0
1780875561951551,0,0,0,0,0,0
1119353548103759,1,0,1,1,0,0
175970386634632,0,0,0,0,0,0
1428224720549972,0,0,0,0,0,0
1523162667722843,0,0,0,0,0,0
1694481303924311,0,0,0,0,0,0
1442748989097545,0,0,0,0,0,0
1476647449041032,0,1,0,0,1,0
1850838388288601,0,0,0,0,0,0
278995929580635,0,0,0,0,0,0
1779234798782294,0,0,0,0,0,0
1759533360752438,0,0,0,0,0,0
1420624921309952,0,0,0,0,0,0
1115144195191361,0,0,0,0,0,0
1643121662393609,0,0,0,0,0,0
2013356635370108,0,0,0,0,0,0
1621008174604958,1,0,1,1,0,1
2236218699785693,0,0,0,0,0,0
1362231423815969,0,0,0,0,0,0
2109522532623047,0,0,0,0,0,0
1435939069778537,0,0,0,0,0,0
557355248055460,0,0,0,0,0,0
1131297586909355,1,1,1,1,1,0
255358348505030,0,0,0,0,0,0
1313344835371295,0,0,0,0,0,0
1579851798720596,0,1,0,0,0,0
1605738052798637,0,0,0,0,0,0
1027933180579130,0,0,0,0,0,0
1729902207048887,0,0,0,0,0,0
1496761653696278,0,0,0,0,0,0
1426176537421457,0,0,0,0,0,0
1440861772619600,0,0,0,0,0,0
1781107318595042,0,0,0,0,0,0
1411673602205084,0,0,0,0,0,0
1105848759454238,0,0,0,0,0,0
347639089123848,0,0,0,0,0,0
1424028694302908,1,1,1,1,1,1
1932322500140189,0,0,0,0,0,0
1453498474689263,0,0,0,0,0,0
1595594023813040,0,1,0,0,1,1
1729896327049475,0,0,0,0,0,0
1658193564219752,0,0,0,0,0,0
1062242510481530,0,0,0,0,0,0
1273413982697714,0,0,0,0,0,0
1744926018879839,0,0,0,0,0,0
1981476521905276,0,0,0,0,0,0
1379251558780622,0,0,0,0,1,0
1328398150532630,1,1,1,1,0,0
1729929827046125,0,0,0,0,0,0
1271449369560842,0,0,0,0,0,0
1176082442430869,0,0,0,0,0,0
1021022881270160,1,1,1,1,1,0
1189607041078409,0,0,0,0,0,0
2006914539347651,0,0,0,0,0,0
1370636269642151,0,0,0,0,0,0
2243490029204304,0,0,0,0,0,0
1208236192548827,0,0,0,0,0,0
1759553474083760,0,1,1,1,0,0
1989500481089057,0,0,0,0,0,0
1515466285159148,0,0,0,0,0,0
1619592904746485,0,0,0,0,0,0
1138223059550141,0,0,0,0,0,0
1469998479705929,0,0,0,0,0,0
169404567030520,0,0,0,0,0,0
1876164002422706,0,0,0,0,0,0
1829925177046589,0,0,0,0,0,0
1107121912660256,0,0,0,0,0,0
1054287331277048,1,0,1,1,0,0
1095767523795695,0,0,0,0,0,0
1311992618839850,1,1,1,1,1,0
1561972413841868,0,1,1,0,1,0
158384291761138,0,0,0,0,0,0
1700050046700770,0,0,0,0,0,0
526577911102466,0,0,0,0,0,0
1504759966229780,0,0,0,0,0,0
1677448398960935,1,1,1,1,1,0
1205550742817372,0,0,0,0,0,0
1472541249451652,0,0,0,0,0,0
1845588298813610,0,0,1,0,1,0
1477598442279266,0,0,0,0,0,0
1786670701372037,0,0,0,0,0,0
2013548008684304,0,0,0,0,0,0
1780100982029009,0,0,0,0,0,0
1348263418546103,0,0,0,0,0,0
1675098369195938,0,0,0,0,0,0
440622386427051,0,0,0,0,0,0
1553143808058062,0,0,0,0,0,0
986945398011242,0,0,0,0,0,0
1989329931106112,0,0,0,0,0,0
1438924999479944,0,0,0,0,0,0
1629546063751169,0,0,0,0,0,0
1714624308576677,0,0,0,0,1,0
1370638099641968,0,0,1,1,0,0
1943489802356792,0,1,0,0,0,0
1664013743710521,0,0,0,0,0,0
1845859842119789,0,0,0,0,0,0
977450718960710,1,0,0,1,0,0
1828757793829994,0,0,0,0,0,0
1543582459014197,0,0,0,0,0,0
1406616849377426,0,0,0,0,1,0
1857277797644660,0,0,0,0,0,0
1405788946126883,0,0,0,0,0,0
1334312326607879,0,0,0,0,0,0
1351959994843112,0,0,0,0,0,0
1351114174927694,0,0,0,0,0,0
1457403280965449,0,0,0,0,0,0
1383220641815268,0,0,0,0,0,0
1807951965910577,0,0,0,0,0,0
1510827885622988,0,0,0,0,0,0
1984788734893565,0,0,0,0,0,0
1363391317033313,0,0,0,0,0,0
1144555685696740,0,0,0,0,0,0
2234221913480543,0,0,0,0,0,0
1828817543824019,0,0,0,0,0,0
2144641972213807,0,0,0,0,0,0
1958969234142182,0,0,0,0,0,0
1181164601922653,0,0,0,0,0,0
1335449243160854,0,0,0,0,0,0
1015904181782030,0,0,1,0,0,0
1395373063835138,0,0,0,0,0,0
1525012594204517,0,0,0,0,0,0
1071458099559971,1,0,0,1,0,0
1960924013953283,0,0,0,0,0,0
1790016344370806,0,0,0,0,0,0
1612830565422719,0,0,0,0,0,0
1039516699420778,0,0,0,0,0,0
1980733991965706,0,0,0,0,0,0
1387388724633572,0,0,0,0,0,0
1707460582626383,0,0,0,0,1,1
267285190583073,0,0,0,0,0,0
1649974548374987,0,0,0,0,0,0
1424038690968575,0,0,0,0,0,0
1324098264295952,0,0,0,0,0,0
